date,market,area,item,origin,volume_t,high,mid,low
2026-06-29,横浜本場,関東,さといも,千葉,1.8,270,,32
2026-06-29,大阪本場,関西,ごぼう,群馬,0.4,,2052,
2026-06-29,大阪本場,関西,ごぼう,鹿児島,2.1,1296,1296,1188
2026-06-29,大阪本場,関西,さつまいも,徳島,0.3,3024,3024,2592
2026-06-29,大阪本場,関西,さつまいも,茨城,13.8,2322,2214,1836
2026-06-29,大阪本場,関西,さといも,鹿児島,1.0,1512,,1404
2026-06-29,大阪本場,関西,さといも,宮崎,0.1,648,,540
2026-06-29,京都,関西,ごぼう,宮崎,2.1,,756,
2026-06-29,京都,関西,ごぼう,鹿児島,0.9,,1404,
2026-06-29,京都,関西,ごぼう,青森,0.5,,151,
2026-06-29,京都,関西,さつまいも,茨城,8.4,,2160,
2026-06-29,京都,関西,さといも,鹿児島,1.3,,1944,
2026-06-29,神戸本場,関西,ごぼう,青森,0.4,,1782,
2026-06-29,神戸本場,関西,さつまいも,徳島,0.4,1188,,1080
2026-06-29,広島中央,中国,さつまいも,熊本,3.9,,1728,
2026-06-29,広島中央,中国,さつまいも,徳島,0.2,,443,
2026-06-29,福岡,九州,ごぼう,熊本,1.0,,756,
2026-06-29,福岡,九州,ごぼう,鹿児島,1.0,2808,,2376
2026-06-29,福岡,九州,さつまいも,宮崎,2.0,1944,1944,1728
2026-06-29,福岡,九州,さつまいも,熊本,9.3,2376,2160,1620
2026-06-29,福岡,九州,さといも,鹿児島,0.4,,1728,
2026-06-29,北九州,九州,ごぼう,鹿児島,0.5,,2376,
2026-06-29,北九州,九州,ごぼう,青森,0.3,,97,
2026-06-29,北九州,九州,さつまいも,熊本,0.9,,497,
2026-06-29,北九州,九州,さつまいも,千葉,0.9,,2808,
2026-06-29,北九州,九州,さといも,鹿児島,0.1,864,,756
2026-06-29,鹿児島,九州,ごぼう,鹿児島,6.4,,1728,
2026-06-29,鹿児島,九州,さつまいも,熊本,4.1,1944,1782,1782
2026-06-29,鹿児島,九州,さといも,鹿児島,0.2,6480,,6156
2026-06-29,宮崎,九州,さといも,宮崎,1.7,,756.0,
2026-06-30,大田,関東,ごぼう,鹿児島,2.1,1296,1188,1080
2026-06-30,大田,関東,さつまいも,高知,0.3,2808,,2700
2026-06-30,大田,関東,さつまいも,茨城,35.6,,1728,
2026-06-30,大田,関東,さといも,鹿児島,0.5,,1728,
2026-06-30,横浜本場,関東,ごぼう,青森,1.9,,70,
2026-06-30,横浜本場,関東,さつまいも,千葉,16.3,2160,1944,1782
2026-06-30,横浜本場,関東,さつまいも,茨城,19.0,,1836,
2026-06-30,横浜本場,関東,さつまいも,高知,0.1,,2700,
2026-06-30,横浜本場,関東,さといも,千葉,0.5,324,324,302
2026-06-30,大阪本場,関西,ごぼう,群馬,1.6,,648,
2026-06-30,大阪本場,関西,ごぼう,鹿児島,1.3,1296,1296,1188
2026-06-30,大阪本場,関西,さつまいも,茨城,12.8,2160,1836,1836
2026-06-30,大阪本場,関西,さといも,鹿児島,0.1,,648,
2026-06-30,京都,関西,ごぼう,鹿児島,0.8,,1404,
2026-06-30,京都,関西,さつまいも,茨城,10.3,,1728,
2026-06-30,京都,関西,さつまいも,宮崎,3.0,,3024,
2026-06-30,京都,関西,さといも,鹿児島,0.1,,293,
2026-06-30,神戸本場,関西,ごぼう,青森,0.5,,1782,
2026-06-30,神戸本場,関西,さつまいも,徳島,0.7,1728,1188,1080
2026-06-30,広島中央,中国,ごぼう,宮崎,1.3,,464,
2026-06-30,広島中央,中国,さつまいも,徳島,0.1,,443,
2026-06-30,福岡,九州,ごぼう,鹿児島,2.1,,,
2026-06-30,福岡,九州,ごぼう,中国,1.5,1404,1080,1080
2026-06-30,福岡,九州,さつまいも,宮崎,1.1,1944,,1588
2026-06-30,福岡,九州,さつまいも,熊本,2.6,,1512,
2026-06-30,福岡,九州,さといも,鹿児島,0.2,,1512,
2026-06-30,北九州,九州,ごぼう,鹿児島,0.3,,2376,
2026-06-30,北九州,九州,ごぼう,青森,0.4,,97,
2026-06-30,鹿児島,九州,ごぼう,鹿児島,7.8,2376,2376,2214
2026-06-30,鹿児島,九州,さつまいも,熊本,1.9,2376,1890,1890
2026-06-30,鹿児島,九州,さといも,鹿児島,0.2,5940,,5724
2026-06-30,宮崎,九州,さといも,宮崎,3.3,,702.0,
